classifier_name,dataset_name,accuracy
Random Forest,,0.63733879400488
Random Forest,,0.635260543743465
Random Forest,,0.642636807249913
Random Forest,,0.644100731962356
Random Forest,,0.639974729871035
Random Forest,,0.637408504705472
Random Forest,,0.641368943882886
Random Forest,,0.641991983269432
Random Forest,,0.649934646218195
Random Forest,,0.638750435691879
Random Forest,,0.641325374695016
Random Forest,,0.644013593586616
Random Forest,,0.648605785988149
Random Forest,,0.635426106657372
Random Forest,,0.636110142906936
Random Forest,,0.634803067270826
Random Forest,,0.638022830254444
Random Forest,,0.643268560474033
Random Forest,,0.640122865109794
Random Forest,,0.64133408853259
Random Forest,,0.643996165911467
Random Forest,,0.641351516207738
Random Forest,,0.637992331822935
Random Forest,,0.636754966887417
Random Forest,,0.63943882886023
Random Forest,,0.651903973509934
Random Forest,,0.661829034506797
Random Forest,,0.626158940397351
Random Forest,,0.638767863367027
Random Forest,,0.638737364935518
SVM,,0.65189525967236
SVM,,0.656500522830254
SVM,,0.65719762983618
SVM,,0.655820843499477
SVM,,0.653184907633322
SVM,,0.657145346810735
SVM,,0.655202161031718
SVM,,0.653829731613803
SVM,,0.65450941094458
SVM,,0.655228302544441
SVM,,0.657149703729522
SVM,,0.657833739979087
SVM,,0.653145695364238
SVM,,0.654487626350645
SVM,,0.651912687347508
SVM,,0.655864412687347
SVM,,0.6578293830603
SVM,,0.651912687347508
SVM,,0.655864412687347
SVM,,0.651241721854305
SVM,,0.658570059254096
SVM,,0.655154234925061
SVM,,0.653882014639247
SVM,,0.65787295224817
SVM,,0.651930115022656
SVM,,0.658543917741373
SVM,,0.65794701986755
SVM,,0.659746427326595
SVM,,0.656513593586616
SVM,,0.655219588706866
KNN,,0.619588706866504
KNN,,0.617536598117811
KNN,,0.605650923666783
KNN,,0.601747124433601
KNN,,0.612247298710352
KNN,,0.615580341582433
KNN,,0.607023353084698
KNN,,0.601716626002091
KNN,,0.61095765074939
KNN,,0.610312826768909
KNN,,0.606382886023004
KNN,,0.612953119553852
KNN,,0.603733879400488
KNN,,0.605668351341931
KNN,,0.610304112931335
KNN,,0.603668525618682
KNN,,0.613658940397351
KNN,,0.606334959916347
KNN,,0.610338968281631
KNN,,0.608352213314744
KNN,,0.618338271174625
KNN,,0.610321540606483
KNN,,0.60838706866504
KNN,,0.607001568490763
KNN,,0.614238410596027
KNN,,0.603733879400488
KNN,,0.606326246078773
KNN,,0.60897525270129
KNN,,0.596449111188568
KNN,,0.61368943882886
Naive Bayes,,0.595133321714883
Naive Bayes,,0.600387765772046
Naive Bayes,,0.597133147438132
Naive Bayes,,0.601023875914953
Naive Bayes,,0.599716800278843
Naive Bayes,,0.594497211571976
Naive Bayes,,0.599041477866853
Naive Bayes,,0.591172882537469
Naive Bayes,,0.597725688393168
Naive Bayes,,0.59841408156152
Naive Bayes,,0.600318055071454
Naive Bayes,,0.595155106308818
Naive Bayes,,0.60110230045312
Naive Bayes,,0.596505751132799
Naive Bayes,,0.59908940397351
Naive Bayes,,0.597133147438132
Naive Bayes,,0.591111885674451
Naive Bayes,,0.591791565005228
Naive Bayes,,0.593808818403625
Naive Bayes,,0.596523178807947
Naive Bayes,,0.59441878703381
Naive Bayes,,0.602326594632276
Naive Bayes,,0.601829905890554
Naive Bayes,,0.597751829905891
Naive Bayes,,0.601729696758452
Naive Bayes,,0.593717323109097
Naive Bayes,,0.596375043569188
Naive Bayes,,0.595150749390031
Naive Bayes,,0.597120076681771
Naive Bayes,,0.590471418612757
ODDS,,0.554104217497386
ODDS,,0.55423056814221
ODDS,,0.554243638898571
ODDS,,0.554239281979784
ODDS,,0.554191355873127
ODDS,,0.554139072847682
ODDS,,0.554160857441617
ODDS,,0.554234925060997
ODDS,,0.55415650052283
ODDS,,0.554191355873127
ODDS,,0.554191355873127
ODDS,,0.55415650052283
ODDS,,0.554147786685256
ODDS,,0.554152143604043
ODDS,,0.554213140467062
ODDS,,0.554221854304636
ODDS,,0.554182642035552
ODDS,,0.554143429766469
ODDS,,0.554147786685256
ODDS,,0.554147786685256
ODDS,,0.554191355873127
ODDS,,0.554139072847682
ODDS,,0.554204426629488
ODDS,,0.554169571279191
ODDS,,0.554169571279191
ODDS,,0.554169571279191
ODDS,,0.554117288253747
ODDS,,0.554160857441617
ODDS,,0.554147786685256
ODDS,,0.554217497385849
RNA,,0.599080690135936
RNA,,0.604361275705821
RNA,,0.619484140815615
RNA,,0.613637155803416
RNA,,0.61890467061694
RNA,,0.612229871035204
RNA,,0.620913210177762
RNA,,0.62682119205298
RNA,,0.624198326943186
RNA,,0.634031892645521
RNA,,0.622838968281631
RNA,,0.631487452073893
RNA,,0.627466016033461
RNA,,0.62088706866504
RNA,,0.610321540606483
RNA,,0.623557859881492
RNA,,0.619471070059254
RNA,,0.614922446845591
RNA,,0.613009759498083
RNA,,0.618917741373301
RNA,,0.630781631230394
RNA,,0.614896305332869
RNA,,0.614870163820146
RNA,,0.617584524224468
RNA,,0.622228999651447
RNA,,0.619484140815615
RNA,,0.62147525270129
RNA,,0.629496340188219
RNA,,0.621523178807947
RNA,,0.600357267340537
Arvore de Decisao,,0.564691530149878
Arvore de Decisao,,0.527788428023702
Arvore de Decisao,,0.546928372255141
Arvore de Decisao,,0.537012025095852
Arvore de Decisao,,0.545547228999651
Arvore de Decisao,,0.533025444405716
Arvore de Decisao,,0.548919484140816
Arvore de Decisao,,0.544318577901708
Arvore de Decisao,,0.542262112234228
Arvore de Decisao,,0.544244510282328
Arvore de Decisao,,0.547542697804113
Arvore de Decisao,,0.549516382014639
Arvore de Decisao,,0.536314918089927
Arvore de Decisao,,0.54493290345068
Arvore de Decisao,,0.536284419658418
Arvore de Decisao,,0.538245033112583
Arvore de Decisao,,0.540985535029627
Arvore de Decisao,,0.544919832694319
Arvore de Decisao,,0.55289299407459
Arvore de Decisao,,0.553537818055071
Arvore de Decisao,,0.531021261763681
Arvore de Decisao,,0.538933426280934
Arvore de Decisao,,0.542318752178459
Arvore de Decisao,,0.53563523875915
Arvore de Decisao,,0.512526141512722
Arvore de Decisao,,0.55810822586267
Arvore de Decisao,,0.524512025095852
Arvore de Decisao,,0.531753224119902
Arvore de Decisao,,0.556082258626699
Arvore de Decisao,,0.511210352039038
